"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Pyrrhotite","Fe^2+^_5_Fe^3+^_2_S^2-^_8_","Fe_7_S_8_","Fe S","","R060440 R061127","3754","Japan","1835","Grandfathered|Approved","Nickeline"," ","Breithaupt A (1835) Ueber das verhältniss der formen zu den mischungen krystallisirter körper, Journal für Praktische Chemie 4, 249-271","monoclinic|hexagonal, orthorhombic","4700","Fe^2+ Fe^3+ S^2-","Pyh"
"Qandilite","(Mg,Fe^3+^)_2_(Ti^4+^,Fe^3+^,Al)O_4_","(Mg,Fe^3+^)_2_(Ti,Fe^3+^,Al)O_4_","Mg Fe Ti Al O","IMA1980-046","","3755","Iraq","1980","Approved","Spinel","spinel","Al-Hermezi H M (1985) Qandilite, a new spinel end-member, Mg_2_TiO_4_, from the Qala-Dizeh region, NE Iraq, Mineralogical Magazine 49, 739-744","cubic|tetragonal","2038","Mg Fe^3+ Ti^4+ Al O","Qnd"
"Qaqarssukite-(Ce)","BaCe(CO_3_)_2_F","BaCe(CO_3_)_2_F","Ba Ce C O F","IMA2004-019","","5476","Denmark (Greenland)","2004","Approved"," "," ","Grice J D, Gault R A, Rowe R, Johnson O (2006) Qaqarssukite-(Ce), a new barium–cerium fluorcarbonate mineral species from Qaqarssuk, Greenland, The Canadian Mineralogist 44, 1137-1146","hexagonal","183","Ba Ce C O F","Qq-Ce"
"Qingheiite","NaNaMn^2+^(MgAl)(PO_4_)_3_","NaNaMn(MgAl)(PO_4_)_3_","Na Mn Mg Al P O","IMA1981-051","","3757","China","1981","Approved","Alluaudite-Wyllieite","wyllieite","Yu T, Ma Z, Wang W, Wu M (1983) Qingheiite - a new mineral of phosphate. Acta Mineralogica Sinica 3, 161-170","monoclinic","383.1","Na Mn^2+ Mg Al P O","Qin"
"Qingsongite","BN^3-^","BN","B N","IMA2013-030","","6191","China","2013","Approved","Sphalerite"," ","Dobrzhinetskaya L F, Wirth R, Yang J, Green H W, Hutcheon I D, Weber P K, Grew E S (2014) Qingsongite, natural cubic boron nitride: The first boron mineral from the Earth's mantle. American Mineralogist 99, 764-772","cubic","141.4","B N^3-","Qsg"
"Qitianlingite","Fe^2+^_2_Nb^5+^_2_W^6+^O_10_","Fe^2+^_2_Nb_2_W^6+^O_10_","Fe Nb W O","IMA1983-075","","3758","China","1983","Approved","Columbite","columbite-euxenite-columbite subgroup","Yang G, Wang S, Peng Z, Bu J (1985) Qitianlingite - A newly discovered superstructure complex oxide, Acta Mineralogica Sinica 5, 193-198","orthorhombic","2628","Fe^2+ Nb^5+ W^6+ O","Qit"
"Quadruphite","Na_6_Na_2_(CaNa)_2_Na_2_Ti^4+^_2_Na_2_Ti^4+^_2_(Si_2_O_7_)_2_(PO_4_)_4_O_4_F_2_","Na_6_Na_2_(CaNa)_2_Na_2_Ti_2_Na_2_Ti_2_(Si_2_O_7_)_2_(PO_4_)_4_O_4_F_2_","Na Ca Ti Si O P F","IMA1990-026","","3761","Russia","1990","Approved|Redefined","Seidozerite-Murmanite","epistolite","Khomyakov A P, Nechelyustov G N, Sokolova E V, Dorokhova G I (1992) Quadruphite Na_14_CaMgTi_4_[Si_2_O_7_]_2_[PO_4_]_4_O_4_F_2_ and polyphite Na_17_Ca_3_Mg(Ti,Mn)_4_[Si_2_O_7_]_2_[PO_4_]_6_O_2_F_6_ - new minerals of the lomonosovite family, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 121(1), 105-112","triclinic","363","Na Ca Ti^4+ Si O P F","Qua"
"Quartz","SiO_2_","SiO_2_","Si O","IMA1967 s.p.","R040031 R050125 R060604 RS686899 RS631742 R100134 R110104 R110108 R150074 R150091","3763","unknown","0","Approved","Quartz"," ","Mineral name and variations have been known since antiquity and predate any formal descriptive publication. For instance:
Agricola G (1546) Book V. Quartz, in De Natura Fossilium, Froben (Basileae) 249-275","hexagonal","4330","Si O","Qz"
"Quintinite","Mg_4_Al_2_(OH)_12_CO_3_·3H_2_O","Mg_4_Al_2_(OH)_12_(CO_3_)·3H_2_O","Mg Al O H C","IMA1992-028","R070709","3768","Canada","1992","Approved","Hydrotalcite","quintinite","Chao G Y, Gault R A (1997) Quintinite-2H, quintinite-3T, charmarite-2H, charmarite-3T and caresite-3T, a new group of carbonate minerals related to the hydrotalcite - manasseite group, The Canadian Mineralogist 35, 1541-1549","hexagonal","1463","Mg Al O H C","Qtn"
"Qusongite","WC","WC","W C","IMA2007-034","","5634","China","2007","Approved"," "," ","Fang Q, Bai W, Yang J, Xu X, Li G, Shi N, Xiong M, Rong H (2009) Qusongite (WC): A new mineral, American Mineralogist 94, 387-290","hexagonal","252.1","W C","Qus"
"Radekškodaite-(Ce)","(CaCe_5_)(Al_4_Fe^2+^)[Si_2_O_7_][SiO_4_]_5_O(OH)_3_","(CaCe_5_)(Al_4_Fe^2+^)[Si_2_O_7_][SiO_4_]_5_O(OH)_3_","Ca Ce Al Fe Si O H","IMA2019-042","","6929","Russia","2019","Approved","Radekškodaite"," ","Kasatkin A V, Zubkova N V, Pekov I V, Chukanov N V, Ksenofontov D A, Agakhanov A A, Belakovskiy D I, Polekhovsky Y S, Kuznetsov A M, Britvin S N, Pushcharovsky D Y, Nestola F (2020) The mineralogy of the historical Mochalin Log REE deposit, South Urals, Russia. Part II. Radekškodaite-(La), (CaLa_5_)(Al_4_Fe^2+^)[Si_2_O_7_] [SiO_4_]_5_O(OH)_3_ and radekškodaite-(Ce), (CaCe_5_)(Al_4_Fe^2+^)[Si_2_O_7_] [SiO_4_]_5_O(OH)_3_, two new minerals with a novel structure-type belonging to the epidote–törnebohmite polysomatic series. Mineralogical Magazine 84, 839-853","monoclinic","","Ca Ce Al Fe^2+ Si O H","Ršk-Ce"
"Radekškodaite-(La)","(CaLa_5_)(Al_4_Fe^2+^)[Si_2_O_7_][SiO_4_]_5_O(OH)_3_","(CaLa_5_)(Al_4_Fe^2+^)[Si_2_O_7_][SiO_4_]_5_O(OH)_3_","Ca La Al Fe Si O H","IMA2018-107","","6834","Russia","2018","Approved","Radekškodaite"," ","Kasatkin A V, Zubkova N V, Pekov I V, Chukanov N V, Ksenofontov D A, Agakhanov A A, Belakovskiy D I, Polekhovsky Y S, Kuznetsov A M, Britvin S N, Pushcharovsky D Y, Nestola F (2020) The mineralogy of the historical Mochalin Log REE deposit, South Urals, Russia. Part II. Radekškodaite-(La), (CaLa_5_)(Al_4_Fe^2+^)[Si_2_O_7_] [SiO_4_]_5_O(OH)_3_ and radekškodaite-(Ce), (CaCe_5_)(Al_4_Fe^2+^)[Si_2_O_7_] [SiO_4_]_5_O(OH)_3_, two new minerals with a novel structure-type belonging to the epidote–törnebohmite polysomatic series. Mineralogical Magazine 84, 839-853","monoclinic","","Ca La Al Fe^2+ Si O H","Ršk-La"
"Raite","Na_3_Mn^2+^_3_Ti^4+^_0.25_Si_8_O_20_(OH)_2_·10H_2_O","Na_3_Mn^2+^_3_Ti_0.25_(Si_8_O_20_)(OH)_2_·10H_2_O","Na Mn Ti Si O H","IMA1972-010","R060854","3777","Russia","1972","Approved"," "," ","Mer'kov A N, Bussen I V, Goiko E A, Kul'chitskaya E A, Men'shikov Y P, Nedorezova A P (1973) Raite and zorite - new minerals from the Lovozero Tundra, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 102(1), 54-62","monoclinic","413.6","Na Mn^2+ Ti^4+ Si O H","Rai"
"Rambergite","Mn^2+^S^2-^","MnS","Mn S","IMA1995-028","","3780","Sweden","1995","Approved","Wurtzite","wurtzite","Kalinowski M P (1996) Rambergite, a new polymorph of MnS with hexagonal structure, Geologiska Föreningens i Stockholm Förhandlingar 118, A53-A54","hexagonal","1800","Mn^2+ S^2-","Rbg"
"Ramikite-(Y)","Li_2_Na_6_(Y,Ca,REE)_3_Zr^4+^_3_(PO_4_)_6_(CO_3_)_2_O_2_(OH,F)_2_","Li_4_(Na,Ca)_12_(Y,Ca,REE)_6_Zr_6_(PO_4_)_12_(CO_3_)_4_O_4_[(OH),F]_4_","Li Na Ca Y REE Zr P O C H F","IMA2009-021","","5750","Canada","2009","Approved","Not in a structural group"," ","McDonald A M, Back M E, Gault R A, Horváth L (2013) Peatite-(Y) and ramikite-(Y), two new Na-Li-Y±Zr phosphate-carbonate minerals from the Poudrette pegmatite, Mont Saint-Hilaire, Quebec. The Canadian Mineralogist 51, 569-596","triclinic","124","Li Na Y Ca REE Zr^4+ P O C H F","Rmi-Y"
"Raslakite","Na_15_Ca_3_Fe^2+^_3_(Na,Zr^4+^)_3_Zr^4+^_3_(Si,Nb^3+^)Si_25_O_73_(OH,H_2_O)_3_(Cl,OH)","Na_15_Ca_3_Fe_3_(Na,Zr)_3_Zr_3_(Si,Nb)Si_25_O_73_(OH,H_2_O)_3_(Cl,OH)","Na Ca Fe Zr Si Nb O H Cl","IMA2002-067","R070071","3794","Russia","2002","Approved","Eudialyte","eudialyte","Chukanov N V, Pekov I V, Zadov A E, Korovushkin V V, Ekimenkova I A, Rastsvetaeva R K (2003) (Na,H_3_O)_15_(Ca,Mn,REE)_6_Fe^3+^_2_Zr_3_([box],Zr)([box],Si)Si_24_O_66_(O,OH)_6_Cl·nH_2_O and raslakite Na_15_Ca_3_Fe_3_(NaZr)_3_Zr_3_(Si,Nb)(Si_25_O_73_)(OH,H_2_O)_2_(Cl,OH) - the new eudialyte-group minerals from Lovozero massif, Kola Peninsula, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 132(5), 22-33","hexagonal","370","Na Ca Fe^2+ Zr^4+ Si Nb^3+ O H Cl","Rsk"
"Rastsvetaevite","Na_27_K_8_Ca_12_Fe^2+^_3_Zr^4+^_6_Si_52_O_144_(OH,O)_6_Cl_2_","Na_27_K_8_Ca_12_Fe_3_Zr_6_Si_52_O_144_(OH,O)_6_Cl_2_","Na K Ca Fe Zr Si O H Cl","IMA2000-028","","3796","Russia","2000","Approved","Eudialyte","eudialyte","Khomyakov A P, Nechelyustov G N, Arakcheeva A V (2006) Rastsvetaevite, Na_27_K_8_Ca_12_Fe_3_Zr_6_Si_4_[Si_3_O_9_]_4_[Si_9_O_27_]_4_(O,OH,H_2_O)_6_Cl_2_, a new mineral with a modular eudialyte-like structure and crystal-chemical systematics of the eudialyte group, Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 135(1), 49-65","hexagonal","413.6","Na K Ca Fe^2+ Zr^4+ Si O H Cl","Rvt"
"Rasvumite","KFe^2+^Fe^3+^S^2-^_3_","KFe_2_S_3_","K Fe S","IMA1970-028","R060491","3797","Russia","1970","Approved","Cubanite","rasvumite","Sokolova M N, Dobrovol'skaya M G, Organova N I, Dmitrik A L (1970) A sulfide of iron and potassium, the new mineral rasvumite, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 99, 712-720","orthorhombic","439.7","K Fe^2+ Fe^3+ S^2-","Rsv"
"Reddingite","Mn^2+^_3_(PO_4_)_2_·3H_2_O","Mn^2+^_3_(PO_4_)_2_·3H_2_O","Mn P O H","IMA1980 s.p.","R090058","3806","USA","1878","Approved|Redefined","Reddingite","reddingite","Brush G J, Dana E S (1878) On a new and remarkable mineral locality in Fairfield County, Connecticut; with a description of several new species occurring there. First Paper., American Journal of Science and Arts 116, 33-46; 114-123

Redefined:
Moore P B, Araki T, Kampf A R (1980) Nomenclature of the phosphoferrite structure type: refinements of landesite and kryzhanovskite, Mineralogical Magazine 43, 789-795","orthorhombic","1800","Mn^2+ P O H","Rdd"
"Redondite","AlPO_4_·2H_2_O","Al(PO_4_)·2H_2_O","Al P O H","IMA1967 s.p.","","5159","United Kingdom","1869","Questionable mineral species|Approved"," "," ","Mineral is described but not named:
Shepard C U (1869) On a mineral phosphate from the island of Redonda, W. I., American Journal of Science and Arts 47, 428-429

The mineral is named:
Shepard C U (1870) Redondite, American Journal of Science and Arts 50, 96-96","","","Al P O H","Rdo"
"Reederite-(Y)","(Na,Mn^2+^)_15_Y_2_(CO_3_)_9_(S^6+^O_3_F)Cl","(Na,Mn)_15_Y_2_(CO_3_)_9_(SO_3_F)Cl","Na Mn Y C O S F Cl","IMA1994-012","","3809","Canada","1994","Approved"," "," ","Grice J D, Gault R A, Chao G Y (1995) Reederite-(Y), a new sodium rare-earth carbonate mineral with a unique fluorosulfate anion, American Mineralogist 80, 1059-1064","hexagonal","124","Na Mn^2+ Y C O S^6+ F Cl","Rde-Y"
"Reedmergnerite","NaBSi_3_O_8_","NaBSi_3_O_8_","Na B Si O","IMA1962 s.p.","R060096","3810","USA","1955","Approved","Feldspar","feldspar","Milton C, Axelrod J M, Grimaldi F S (1955) New minerals, reedmergnerite (Na_2_O·B_2_O_3_·6SiO_2_) and eitelite (Na_2_O·MgO·2CO_2_) associated with leucosphenite, shortite, searlesite, and crocidolite in the Green River formation, Utah, American Mineralogist 40, 326-327","triclinic","370","Na B Si O","Rm"
"Rémondite-(Ce)","Na_3_(Ce,Ca,Na)_3_(CO_3_)_5_","Na_3_(Ce,Ca,Na)_3_(CO_3_)_5_","Na Ce Ca C O","IMA1987-035","R120060","3817","Cameroon","1987","Approved|Renamed","Burbankite","remondite","Cesbron F, Gilles C, Pelisson P, Saugues J C (1988) La remondite-(Ce), un nouveau carbonate de terres rares de la famille de la burbankite, Comptes Rendus de l‘Académie des Sciences Paris Série II 307, 915-920

Spelling of name changed from remondite-(Ce) to rémondite-(Ce):
Hålenius U, Hatert F, Pasero M, Mills S J (2015) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 28. New minerals and nomenclature modifications approved in 2015. Mineralogical Magazine 79, 1859-1864","orthorhombic","413.6","Na Ce Ca C O","Rém-Ce"
"Rémondite-(La)","Na_3_(La,Ca,Na)_3_(CO_3_)_5_","Na_3_(La,Ca,Na)_3_(CO_3_)_5_","Na La Ca C O","IMA1999-006","","3818","Russia","1999","Approved|Renamed","Burbankite","remondite","Pekov I V, Chukanov N V, Kononkova N N, Zadov A E, Belovitskaya Y V (2000) Remondite-(La), Na_3_(La,Ce,Ca)_3_(CO_3_)_5_ - a new mineral of the burbankite family from Khibiny massif, Kola Peninsula, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 129(1), 53-60

Spelling of name changed from remondite-(La) to rémondite-(La):
Hålenius U, Hatert F, Pasero M, Mills S J (2015) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 28. New minerals and nomenclature modifications approved in 2015. Mineralogical Magazine 79, 1859-1864","monoclinic","413.6","Na La Ca C O","Rém-La"
"Rengeite","Sr_4_Ti^4+^_4_Zr^4+^O_8_(Si_2_O_7_)_2_","Sr_4_Ti_4_ZrO_8_(Si_2_O_7_)_2_","Sr Ti Zr O Si","IMA1998-055","","3820","Japan","1998","Approved","Chevkinite","chevkinite","Miyajima H, Matsubara S, Miyawaki R, Yokoyama K, Hirokawa K (2001) Rengeite, Sr_4_ZrTi_4_Si_4_O_22_, a new mineral, the Sr-Zr analogue of perrierite from the Itoigawa-Ohmi district, Niigata Prefecture, central Japan, Mineralogical Magazine 65, 111-120","monoclinic","413.6","Sr Ti^4+ Zr^4+ O Si","Rge"
"Revdite","Na_16_Si_16_O_27_(OH)_26_·28H_2_O","Na_16_Si_16_O_27_(OH)_26_·28H_2_O","Na Si O H","IMA1979-082","","3827","Russia","1979","Approved"," "," ","Khomyakov A P, Cherepivskaya G E, Kurova T A, Vlasyuk V P (1980) Revdite, a new mineral. Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 109, 566-569","monoclinic","413.6","Na Si O H","Rev"
"Rhabdophane-(Ce)","CePO_4_·H_2_O","Ce(PO_4_)·H_2_O","Ce P O H","IMA1966 s.p.","","3829","United Kingdom","1966","Approved|Renamed","Rhabdophane","rhabdophane","Lettsom W G (1878) Rabdophan. Zeitschrift für Krystallographie und Mineralogie 3, 191-191

Name change from rhabdophane to rhabdophane-(Ce):
Levinson A A (1966) A system of nomenclature for rare-earth minerals, American Mineralogist 51, 152-158","hexagonal","2038","Ce P O H","Rha-Ce"
"Rhabdophane-(La)","LaPO_4_·H_2_O","La(PO_4_)·H_2_O","La P O H","IMA1987 s.p.","","3830","USA","1987","Approved|Renamed","Rhabdophane","rhabdophane","Brush G J, Penfield S L (1883) On scovillite, a new phosphate of didymium, yttrium and other rare earths, from Salisbury, Conn. American Journal of Science 25, 459-463

Name given to La-dominant rhabdophane:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","","1490","La P O H","Rha-La"
"Rhabdophane-(Nd)","NdPO_4_·H_2_O","Nd(PO_4_)·H_2_O","Nd P O H","IMA1966 s.p.","","3831","USA","1885","Approved|Renamed","Rhabdophane","rhabdophane","Hildebrand F A, Carron M K, Rose H J (1957) Re-examination of rhabdophane (scovillite) from Salisbury, Connecticut. Bulletin of the Geological Society of America 68, 1744-1745

Name changed from Nd-dominant scovillite to rhabdophane-(Nd):
Levinson A A (1966) A system of nomenclature for rare-earth minerals. American Mineralogist 51, 152-158","","1490","Nd P O H","Rha-Nd"
"Rhodarsenide","Rh_2_As","Rh_2_As","Rh As","IMA1996-030","R070074","3832","Serbia","1996","Approved","Barringerite"," ","Tarkian M, Krstic S, Klaska K-H, Ließmann W (1997) Rhodarsenide, (Rh,Pd)_2_As, a new mineral, European Journal of Mineralogy 9, 1321-1325","orthorhombic","1109","Rh As","Rda"
"Rhodesite","K_2_Ca_2_Si_8_O_19_·5H_2_O","KHCa_2_Si_8_O_19_·5H_2_O","K H Ca Si O","","","3833","South Africa","1957","Grandfathered|Approved","Rhodesite"," ","Mountain E D (1957) Rhodesite, a new mineral from the Bultfontein mine, Kimberley, Mineralogical Magazine 31, 607-610","orthorhombic","190","K Ca Si O H","Rod"
"Rhodium","Rh","Rh","Rh","IMA1974-012","","3834","USA","1974","Approved","Copper","platinum","Cabri L J, Laflamme J H G (1974) Rhodium, platinum and gold alloys from the Stillwater Complex, The Canadian Mineralogist 12, 399-403","cubic","2697","Rh","Rh"
"Rhodizite","KAl_4_Be_5_B_11_O_28_","KBe_4_Al_4_(B_11_Be)O_28_","K Be Al B O","","R050099 R110072","3835","Russia","1834","Grandfathered|Approved","Rhodizite"," ","Rose G (1834) Ueber den rhodizit, eine neue mineralgattung, Annalen der Physik und Chemie 33, 253-256","cubic","1760","K Al Be B O","Rdz"
"Rhodochrosite","Mn^2+^CO_3_","Mn(CO_3_)","Mn C O","IMA1962 s.p.","R040133 R050019 R050116 R100002 R100162","3836","Romania","1813","Approved","Calcite","calcite","Hausmann J F L (1813) Rhodochrosit, in Handbuch der Mineralogie, Volume 3, (Göttingen) 1081-1082","hexagonal","3411","Mn^2+ C O","Rds"
"Rhönite","Ca_4_(Mg_8_Fe^3+^_2_Ti^4+^_2_)O_4_[Si_6_Al_6_O_36_]","Ca_4_[Mg_8_Fe^3+^_2_Ti_2_]O_4_[Si_6_Al_6_O_36_]","Ca Mg Fe Ti O Si Al","IMA2007 s.p.","R060316","3841","Germany","1907","Approved|Renamed","Sapphirine","aenigmatite","Soellner J (1907) Ueber Rhönit, ein neues änigmatitähnliches Mineral und über das Vorkommen und die Verbreitung desselben in basaltischen Gesteinen. Neues Jahrbuch für Mineralogie, Geologie und Palaontologie 24, 475-547

Chemical formula established:
Grew E S, Hålenius U, Pasero M, Barbier J (2008) Recommended nomenclature for the sapphirine and surinamite group (sapphirine supergroup), Mineralogical Magazine 72, 839-876","triclinic","4568.5","Ca Mg Fe^3+ Ti^4+ O Si Al","Rhö"
"Richterite","Na(CaNa)Mg_5_Si_8_O_22_(OH)_2_","Na(NaCa)Mg_5_Si_8_O_22_(OH)_2_","Na Ca Mg Si O H","IMA2012 s.p.","R050414 R060043 R060471 R100069","3846","Sweden","1865","Approved|Redefined","Amphibole","amphibole-group 3 Na-Ca","Breithaupt A (1865) Mineralogische studien. 25. Richterit, Berg- und Huttenmannische Zeitung 24, 364-364

Redefined:
Leake B E, Woolley A R, Arps C E S, Birch W D, Gilbert M C, Grice J D, Hawthorne F C, Kato A, Kisch H J, Krivovichev V G, Linthout K, Laird J, Mandarino J A, Maresch W V, Nickel E H, Rock N M S, Schumacher J C, Smith D C, Stephenson N C N, Ungaretti L, Whittaker E J W, Youzhi G (1997) Nomenclature of amphiboles: Report of the subcommittee on amphiboles of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 219-246","monoclinic","4620","Na Ca Mg Si O H","Rct"
"Riebeckite","[box]Na_2_(Fe^2+^_3_Fe^3+^_2_)Si_8_O_22_(OH)_2_","[box]Na_2_(Fe^2+^_3_Fe^3+^_2_)Si_8_O_22_(OH)_2_","Na Fe Si O H","IMA2012 s.p.","R050082 R060028 R120033","3848","Yemen","1888","Approved|Redefined","Amphibole","amphibole-group 4 Na","Sauer A (1888) Ueber Riebeckit, ein neues Glied der Hornblendegruppe, sowie über Neubildung von Albit in granitischen Orthoklasen, Zeitschrift der Deutschen Geologischen Gesellschaft 40, 138-152

Redefined:
Leake B E, Woolley A R, Arps C E S, Birch W D, Gilbert M C, Grice J D, Hawthorne F C, Kato A, Kisch H J, Krivovichev V G, Linthout K, Laird J, Mandarino J A, Maresch W V, Nickel E H, Rock N M S, Schumacher J C, Smith D C, Stephenson N C N, Ungaretti L, Whittaker E J W, Youzhi G (1997) Nomenclature of amphiboles: Report of the subcommittee on amphiboles of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 219-246","monoclinic","3033","Na Fe^2+ Fe^3+ Si O H","Rbk"
"Rimkorolgite","BaMg_5_(PO_4_)_4_·8H_2_O","BaMg_5_(PO_4_)_4_·8H_2_O","Ba Mg P O H","IMA1990-032","","3849","Russia","1990","Approved"," "," ","Britvin S N, Pakhomovsky Y A, Bogdanova A N, Khomjakov A P, Krashova N I (1995) Rimkorolgite (Mg,Mn)_5_(Ba,Sr,Ca)(PO_4_)_4_·8H_2_O - the new mineral from Kovdor iron deposit (Kola Peninsula), Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 124(1), 90-95","monoclinic","500","Ba Mg P O H","Rolg"
"Ringwoodite","Mg_2_SiO_4_","SiMg_2_O_4_","Si Mg O","IMA1968-036","R070079 R090003","3850","Australia","1968","Approved","Spinel"," ","Binns R A, Davis R J, Reed S J B (1969) Ringwoodite, natural (Mg,Fe)_2_SiO_4_ spinel in the Tenham meteorite, Nature 221, 943-944","cubic","536.5","Mg Si O","Rwd"
"Rinkite-(Ce)","(Ca_3_Ce^3+^)Na(NaCa)Ti^4+^(Si_2_O_7_)_2_(OF)F_2_","(Ca_3_REE)Na(NaCa)Ti(Si_2_O_7_)_2_(OF)F_2_","Ca REE Na Ti Si O F","IMA2016 s.p.","R050229","3851","Denmark (Greenland)","1884","Approved|Redefined","Seidozerite-Rinkite"," ","Lorenzen J (1884) Untersuchung einiger mineralien aus Kangerdluarsuk in Grönland, Zeitschrift für Krystallographie und Mineralogie 9, 243-254

Rinkite is invalidated and assumed to be identical with mosandrite:
Fleischer M (1958) New mineral names, American Mineralogist 43, 790-798

Revalidated as a mineral IMA2009-C:
Bellezza M, Merlino S, Perchiazzi N (2009) Mosandrite: Structural and crystal-chemical relationships with rinkite, The Canadian Mineralogist 47, 897-908

Chemical formula revised:
Cámara F, Sokolova E, Hawthorne F C (2011) From structure topology to chemical composition. XII. Titanium silicates: the crystal chemistry of rinkite, Na<sub>2</sub>Ca<sub>4</sub>REETi(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>OF<sub>3</sub>, Mineralogical Magazine 75, 2755-2774

Name changed from rinkite:
Sokolova E, Cámara F (2017) The seidozerite supergroup of TS-block minerals: nomenclature and classification, with change of the following names: rinkite to rinkite-(Ce), mosandrite to mosandrite-(Ce), hainite to hainite-(Y) and innelite-1T to innelite-1A. Mineralogical Magazine 81, 1457-1487","monoclinic","2500","Ca Ce^3+ Na Ti^4+ Si O F","Rin-Ce"
"Rinkite-(Y)","Na_2_Ca_4_YTi^4+^(Si_2_O_7_)_2_OF_3_","Na_2_Ca_4_YTi(Si_2_O_7_)_2_OF_3_","Na Ca Y Ti Si O F","IMA2017-043","","6692","Tajikistan","2017","Approved","Seidozerite-Rinkite"," ","Pautov L A, Agakhanov A A, Karpenko V Y, Uvarova Y A, Sokolova E, Hawthorne F C (2019) Rinkite-(Y), Na_2_Ca_4_YTi(Si_2_O_7_)_2_OF_3_, a seidozerite-supergroup TS-block mineral from the Darai-Pioz alkaline massif, Tien-Shan mountains, Tajikistan: Description and crystal structure. Mineralogical Magazine 83, 373-380","monoclinic","1240","Na Ca Y Ti^4+ Si O F","Rin-Y"
"Rippite","K_2_(Nb^5+^,Ti^4+^)_2_(Si_4_O_12_)O(O,F)","K_2_(Nb,Ti)_2_(Si_4_O_12_)O(O,F)","K Nb Ti Si O F","IMA2016-025","","6553","Russia","2016","Approved","Not in a structural group"," ","Sharygin V V, Doroshkevich A G, Seryotkin Y V, Karmanov N S, Belogub E V, Moroz T N, Nigmatulina E N, Yelisseyev A P, Vedenyapin V N, Kupriyanov I N (2020) Rippite, K_2_(Nb,Ti)_2_(Si_4_O_12_)O(O,F), a new K-Nb-cyclosilicate from Chuktukon Carbonatite Massif, Chadobets Upland, Krasnoyarsk Territory, Russia. Minerals 10, 1102","tetragonal","","K Nb^5+ Ti^4+ Si O F","Rip"
"Rittmannite","Mn^2+^Mn^2+^Fe^2+^_2_Al_2_(PO_4_)_4_(OH)_2_·8H_2_O","(Mn^2+^,Ca)Mn^2+^(Fe^2+^,Mn^2+^,Mg)_2_(Al,Fe^3+^)_2_(PO_4_)_4_(OH)_2_·8H_2_O","Mn Ca Fe Mg Al P O H","IMA1987-048","","3854","Portugal","1987","Approved","Jahnsite","jahnsite","Marzoni Fecia di Cossato F, Orlandi P, Vezzalini G (1989) Rittmannite, a new mineral species of the whiteite group from the Mangualde granitic pegmatite, Portugal, The Canadian Mineralogist 27, 447-449","monoclinic","561","Mn^2+ Fe^2+ Al P O H","Rit"
"Rockbridgeite","(Fe^2+^_0.5_Fe^3+^_0.5_)_2_Fe^3+^_3_(PO_4_)_3_(OH)_5_","(Fe^2+^_0.5_Fe^3+^_0.5_)_2_Fe^3+^_3_(PO_4_)_3_(OH)_5_","Fe P O H","","R060858 R070594","3860","USA","1949","Grandfathered|Approved","Rockbridgeite"," ","Frondel C (1949) The dufrenite problem, American Mineralogist 34, 513-540","orthorhombic","2046","Fe^2+ Fe^3+ P O H","Rkb"
"Rogermitchellite","Na_6_Sr_12_Ba_2_Zr^4+^_13_Si_39_B_6_O_123_(OH)_14_·10H_2_O","Na_6_Sr_12_Ba_2_Zr_13_Si_39_B_6_O_123_(OH)_14_·10H_2_O","Na Sr Ba Zr Si B O H","IMA2003-019","","5603","Canada","2003","Approved"," "," ","McDonald A M, Chao G Y (2010) Rogermitchellite, Na_12_(Sr,Na)_24_Ba_4_Zr_26_Si_78_(B,Si)_12_O_246_(OH)_24_·18H_2_O, a new mineral species from Mont Saint-Hilaire, Quebec: Description, structure determination and relationship with HFSE-bearing cyclosilicates, The Canadian Mineralogist 48, 267-278","hexagonal","124","Na Sr Ba Zr^4+ Si B O H","Rmt"
