"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Röntgenite-(Ce)","Ca_2_Ce_3_(CO_3_)_5_F_3_","Ca_2_Ce_3_(CO_3_)_5_F_3_","Ca Ce C O F","IMA1987 s.p.","","3874","Denmark (Greenland)","1953","Approved|Renamed"," ","parisite","Donnay G (1953) Roentgenite, 3CeFCO_3_·2CaCO_3_, a new mineral from Greenland, American Mineralogist 38, 868-871

Name changed from rontgenite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","hexagonal","1300","Ca Ce C O F","Rng-Ce"
"Roscherite","Ca_2_Mn^2+^_5_Be_4_(PO_4_)_6_(OH)_4_·6H_2_O","Ca_2_Mn^2+^_5_Be_4_(PO_4_)_6_(OH)_4_·6H_2_O","Ca Mn Be P O H","","R070308 R130054","3879","Germany","1914","Grandfathered|Approved","Roscherite","roscherite","Slavík F (1914) Neue Phosphate vom Greifenstein bei Ehrenfriedersdorf, Bulletin International. Resumés des Travaux Présentes. Classe des Sciences Mathématiques Naturelles et de la Médecine 19, 108-123

Chemical formula revised:
Lindberg M L (1958) The beryllium content of roscherite from the Sapacaia pegmatite mine, Minas Gerais, Brazil, and from other localities. American Mineralogist 43, 824-838","triclinic","1702","Ca Mn^2+ Be P O H","Rsc"
"Rosemaryite","[box]NaMn^2+^(Fe^3+^Al)(PO_4_)_3_","[box]NaMn^2+^(Fe^3+^Al)(PO_4_)_3_","Na Mn Fe Al P O","IMA1979 s.p.","R140519","3883","USA","1979","Approved","Alluaudite-Wyllieite","wyllieite","Moore P B, Ito J (1979) Alluaudites, wyllieites, arrojadites: crystal chemistry and nomenclature, Mineralogical Magazine 43, 227-235","monoclinic","1702","Na Mn^2+ Fe^3+ Al P O","Rmy"
"Rosenbuschite","Ca_6_Zr^4+^_2_Na_6_Zr^4+^Ti^4+^(Si_2_O_7_)_4_(OF)_2_F_4_","Ca_6_Zr_2_Na_6_ZrTi(Si_2_O_7_)_4_(OF)_2_F_4_","Ca Zr Na Ti Si O F","IMA2016 s.p.","","3885","Norway","1887","Approved|Redefined","Seidozerite-Rinkite","rosenbuschite","Brögger W C (1887) Forelöbig meddelelse om mineralerne på de sydnorske augit- og nefelinsyeniters grovkornige gange, Geologiska Föreningens i Stockholm Förhandlingar 9, 247-274

Chemical formula changed from (Ca,Na)_6_(Zr,Ti)_2_(Si_2_O_7_)_2_(F,O)_4_ to Ca_6_Zr_2_Na_6_ZrTi(Si_2_O_7_)_4_(OF)_2_F_4_:
Sokolova E (2006) From structure topology to chemical composition. I. Structural hierarchy and stereochemistry in titanium disilicate minerals, The Canadian Mineralogist 44, 1273-1330","triclinic","1489","Ca Zr^4+ Na Ti^4+ Si O F","Rbs"
"Rossmanite","[box](LiAl_2_)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH","[box](Al_2_Li)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH)","Al Li Si O B H","IMA1996-018","R070680 R070702","3893","Czech Republic","1996","Approved","Tourmaline","tourmaline","Selway J B, Novák M, Hawthorne F C, Cerný P, Ottolini Luisa, Kyser T K (1998) Rossmanite, [box](LiAl_2_)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_4_, a new alkali-deficient tourmaline: description and crystal structure, American Mineralogist 83, 896-900","hexagonal","2660","Li Al Si O B H","Rsm"
"Rossovskyite","(Fe^3+^,Ta^5+^)(Nb^5+^,Ti^4+^)O_4_","(Fe^3+^,Ta)(Nb,Ti)O_4_","Fe Ta Nb Ti O","IMA2014-056","","6353","Mongolia","2014","Approved","Columbite"," ","Konovalenko S I, Ananyev S A, Chukanov N V, Rastsvetaeva R K, Aksenov S M, Baeva A A, Gainov R R, Vagizov F G, Lopatin O N, Nebera T S (2015) A new mineral species rossovskyite, (Fe^3+^,Ta)(Nb,Ti)O_4_: crystal chemistry and physical properties. Physics and Chemistry of Minerals 42, 825-833","monoclinic","","Fe^3+ Ta^5+ Nb^5+ Ti^4+ O","Rvy"
"Roumaite","(Nb^5+^,Ti^4+^)(Ca,Na,[box])_3_(Ca,Ce)_4_(Si_2_O_7_)_2_(OH)F_3_","(Nb,Ti)(Ca,Na,[box])_3_(Ca,REE)_4_(Si_2_O_7_)_2_(OH)F_3_","Nb Ti Ca Na REE Si O H F","IMA2008-024","","5683","Guinea","2008","Approved"," "," ","Biagioni C, Bonaccorsi E, Merlino S, Parodi G C, Perchiazzi N, Chevrier V, Bersani D (2010) Roumaite, (Ca,Na,[box])<sub>3</sub>(Ca,REE,Na)<sub>4</sub>(Nb,Ti)[Si<sub>2</sub>O<sub>7</sub>]<sub>2</sub>(OH)F<sub>3</sub>, from Rouma Island, Los Archipelago, Guinea: A new mineral species related to dovyrenite, The Canadian Mineralogist 48, 17-28","monoclinic","106","Nb^5+ Ti^4+ Ca Na Ce Si O H F","Rma"
"Rouvilleite","Na_3_CaMn^2+^(CO_3_)_3_F","Na_3_CaMn^2+^(CO_3_)_3_F","Na Ca Mn C O F","IMA1989-050","","3899","Canada","1989","Approved"," "," ","McDonald A M, Chao G Y, Ramik R A (1991) Rouvilleite, a new sodium calcium fluorocarbonate mineral from Mont Saint-Hilaire, Quebec, The Canadian Mineralogist 29, 107-111","monoclinic","363","Na Ca Mn^2+ C O F","Rvl"
"Rowlandite-(Y)","Fe^2+^Y_4_(Si_2_O_7_)_2_F_2_","Fe^2+^Y_4_(Si_2_O_7_)_2_F_2_","Fe Y Si O F","IMA1987 s.p.","","5129","USA","1891","Approved|Renamed","Rowlandite"," ","Hidden W E (1891) Preliminary notice of a new yttrium-silicate, The American Journal of Science 142, 430-431

Name changed from rowlandite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","","1788","Fe^2+ Y Si O F","Row-Y"
"Ruarsite","Ru^3+^(AsS)^3-^","RuAsS","Ru As S","IMA1980 s.p.","","3903","China","1979","Approved"," ","arsenopyrite","Yu T, Chou H (1979) Ruarsite, a new mineral, Chinese Science Bulletin 24, 310-316","monoclinic","1850","Ru^3+ As S","Rua"
"Rubicline","RbAlSi_3_O_8_","Rb(AlSi_3_O_8_)","Rb Al Si O","IMA1996-058","R070044","3904","Italy","1996","Approved","Feldspar","feldspar","Teertstra D K, Cerný P, Hawthorne F C, Pier J, Wang L, Ewing R C (1998) Rubicline, a new feldspar from San Piero in Campo, Elba, Italy, American Mineralogist 83, 1335-1339 ","monoclinic","2799","Rb Al Si O","Rub"
"Ruifrancoite","Ca_2_[box]_2_Fe^3+^_4_Be_4_(PO_4_)_6_(OH)_6_·4H_2_O","Ca_2_([box],Mn)_2_(Fe^3+^,Mn,Mg)_4_Be_4_(PO_4_)_6_(OH)_6_·4H_2_O","Ca Mn Fe Mg Be P O H","IMA2005-061a","R070049","5330","Brazil","2005","Approved","Roscherite","roscherite","Atencio D, Chukanov N V, Coutinho J M V, Menezes L A D, Dubinchuk V T, Möckel S (2007) Ruifrancoite, a new Fe^3+^-dominant monoclinic member of the roscherite group from Galiléia, Minas Gerais, Brazil, The Canadian Mineralogist 45, 1263-1273","monoclinic","582","Ca Fe^3+ Be P O H","Rui"
"Rustenburgite","Pt_3_Sn","Pt_3_Sn","Pt Sn","IMA1974-040","","3910","South Africa","1974","Approved","Perovskite, Auricupride","zvyagintsevite","Mihálik P, Hiemstra S A, De Villiers J P R (1975) Rustenburgite and atokite, two new platinum-group minerals from the Merensky Reef, Bushveld igneous complex, The Canadian Mineralogist 13, 146-150","cubic","2608.3","Pt Sn","Rsb"
"Ruthenarsenite","(Ru,Ni)As","(Ru,Ni)As","Ru Ni As","IMA1973-020","","3912","Papua New Guinea","1973","Approved","Modderite","modderite","Harris D C (1974) Ruthenarsenite and iridarsenite, two new minerals from the territory of Papua and New Guinea and associated irarsite, laurite and cubic iron-bearing platinum, The Canadian Mineralogist 12, 280-284","orthorhombic","3074","Ru Ni As","Ras"
"Rutheniridosmine","(Ir,Os,Ru)","(Ir,Os,Ru)","Ir Os Ru","IMA1973 s.p.","","3913","Japan","1973","Approved|Redefined"," ","osmium","Harris D C, Cabri L J (1973) The nomenclature of the natural alloys of osmium, iridium and ruthenium based on new compositional data of alloys from world-wide occurrences. The Canadian Mineralogist 12, 104-112

Redefined:
Harris D C, Cabri L J (1991) Nomenclature of platinum-group-element alloys: review and revision, The Canadian Mineralogist 29, 231-237","","2749.9","Ir Os Ru","Rir"
"Ruthenium","Ru","Ru","Ru","IMA1974-013","","3914","Japan","1974","Approved"," ","osmium","Urashima Y, Wakabayashi T, Masaki T, Terasaki Y (1974) Ruthenium, a new mineral from Horakanai, Hokkaido, Japan, Mineralogical Journal 7, 438-444","hexagonal","3640","Ru","Ru"
"Rutile","Ti^4+^O_2_","TiO_2_","Ti O","","R040049 R050031 R050417 R060493 R060745 R110109 R120008","3916","Spain","1800","Grandfathered|Approved","Rutile","rutile","Known previously, but named rutile by Werner:
Lampadius W A (1800) Noch ein Paar Bemertungen über den Uran- und Titangehalt einiger Fossilien. Der rothe schörl (Rutil, nach herrn Bergrath Werner), in Sammlung practisch-chemischer Abhandlungen und vermischter Bemerkungen, Volume 3, Walther (Dresden)","tetragonal","4620","Ti^4+ O","Rt"
"Rynersonite","CaTa^5+^_2_O_6_","CaTa_2_O_6_","Ca Ta O","IMA1974-058","R080064 R080063","3917","USA","1974","Approved","Aeschynite","aeschynite","Foord E E, Mrose M E (1978) Rynersonite, Ca(Ta,Nb)_2_O_6_, a new mineral from San Diego County, California, American Mineralogist 63, 709-714","orthorhombic","2529","Ca Ta^5+ O","Rys"
"Saamite","Ba[box]Ti^4+^Nb^5+^Na_3_Ti^4+^(Si_2_O_7_)_2_O_2_(OH)_2_(H_2_O)_2_","Ba[box]TiNbNa_3_Ti(Si_2_O_7_)_2_O_2_(OH)_2_(H_2_O)_2_","Ba Ti Nb Na Si O H","IMA2013-083","","6242","Russia","2013","Approved|Redefined","Seidozerite-Lamprophyllite"," ","Cámara F, Sokolova E, Abdu Y A, Hawthorne F C (2014) Saamite, Ba[box]TiNbNa_3_Ti(Si_2_O_7_)_2_O_2_(OH)_2_(H_2_O)_2_, a group-III Ti-disilicate mineral from the Khibiny alkaline massif, Kola Peninsula, Russia: description and crystal structure. The Canadian Mineralogist 52, 745-761","triclinic","413.6","Ba Ti^4+ Nb^5+ Na Si O H","Saa"
"Sabinaite","Na_4_Ti^4+^Zr^4+^_2_O_4_(CO_3_)_4_","Na_4_TiZr_2_O_4_(CO_3_)_4_","Na Ti Zr O C","IMA1978-071","R110174","3921","Canada","1978","Approved"," "," ","Jambor J L, Sturman B D, Weatherly G C (1980) Sabinaite, a new anhydrous zirconium-bearing carbonate mineral from Montreal Island, Québec, The Canadian Mineralogist 18, 25-29

Chemical formula changed from Na_8_Zr_4.25_Ti_2_O_9_(CO_3_)_8_:
Chao G Y, Jiexiang G (1985) Sabinaite: a new occurrence and new data, The Canadian Mineralogist 23, 17-19","monoclinic","488.3","Na Ti^4+ Zr^4+ O C","Sba"
"Sahamalite-(Ce)","Ce_2_Mg(CO_3_)_4_","Ce_2_Mg(CO_3_)_4_","Ce Mg C O","IMA1987 s.p.","R080043","3927","USA","1953","Approved|Renamed"," "," ","Jaffe H W, Meyrowitz R, Evans H T (1953) Sahamalite, a new rare earth carbonate mineral, American Mineralogist 38, 741-754

Name changed from sahamalite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","monoclinic","1412","Ce Mg C O","Shm-Ce"
"Samarskite-(Y)","YFe^3+^Nb^5+^_2_O_8_","YFe^3+^Nb_2_O_8_","Y Fe Nb O","IMA2019 s.p.","R070161 R070540","3939","Russia","1847","Approved|Redefined"," ","samarskite","Rose H (1847) Ueber die Zusammensetzung des Uranotantals und des Columbits vom Ilmengebirge in Sibirien, Annalen der Physik und Chemie 71, 157-169

Name changed from samarskite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042

Chemical formula modified with structural data from (Y,Ce,U,Fe,Nb)(Nb,Ta,Ti)O_4_:
Britvin S N, Pekov I V, Krzhizhanovskaya M G, Agakhanov A A, Ternes B, Schüller W, Chukanov N V (2019) Redefnition and crystal chemistry of samarskite-(Y), YFe^3+^Nb_2_O_8_: cation-ordered niobate structurally related to layered double tungstates. Physics and Chemistry of Minerals 46, 727-741","orthorhombic","2605","Y Fe^3+ Nb^5+ O","Smk-Y"
"Samarskite-(Yb)","YbNb^5+^O_4_","YbNbO_4_","Yb Nb O","IMA2004-001","","5264","USA","2004","Approved"," ","samarskite","Simmons W B, Hanson S H, Falster A U (2006) Samarskite-(Yb): a new species of the samarskite group from the Little Patsy pegmatite, Jefferson County, Colorado, The Canadian Mineralogist 44, 1119-1125","monoclinic","1079","Yb Nb^5+ O","Smk-Yb"
"Sanbornite","BaSi_2_O_5_","BaSi_2_O_5_","Ba Si O","","R050001 R060489","3944","USA","1932","Grandfathered|Approved"," "," ","Rogers A F (1932) Sanbornite, a new barium silicate mineral from Mariposa County, California, American Mineralogist 17, 161-172","orthorhombic","542","Ba Si O","Sabn"
"Sanidine","KAlSi_3_O_8_","K(AlSi_3_O_8_)","K Al Si O","","R060313","3947","Germany","1808","Grandfathered|Approved","Feldspar","feldspar","Nöggerath J J (1808) Sanidin, in Mineralogische Studien über die Gebirge am Niederrhein, Johann Christian Hermann (Frankfurt) 24-39","monoclinic","3131.13","K Al Si O","Sa"
"Sarcopside","Fe^2+^_3_(PO_4_)_2_","Fe^2+^_3_(PO_4_)_2_","Fe P O","","R070553","3958","Poland","1868","Grandfathered|Approved","Olivine-Sarcopside"," ","Websky M (1868) Ueber Sarkopsid und Kochelit, zwei neue Minerale aus Schlesien, Zeitschrift der Deutschen Geologischen Gesellschaft 20, 245-257","monoclinic","1925","Fe^2+ P O","Sar"
"Sazhinite-(Ce)","Na_3_CeSi_6_O_15_·2H_2_O","Na_3_CeSi_6_O_15_·2H_2_O","Na Ce Si O H","IMA1973-060, IMA1987 s.p.","","3970","Russia","1973","Approved|Renamed"," "," ","Es´kova E M, Semenov E I, Khomyakov A P, Kazakova M E, Shumyatskaya N G (1974) Sazhinite, a new silicate of sodium and rare earths. Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 103, 338-341

Name changed from sazhinite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042

Chemical formula changed from Na_3_CeSi_6_O_14_(OH)_2_·6H_2_O:
Cámara F, Ottolini L, Devouard B, Garvie L A J, Hawthorne F C (2006) Sazhinite-(La), Na_3_LaSi_6_O_15_(H_2_O)_2_, a new mineral from the Aris phonolite, Namibia: Description and crystal structure, Mineralogical Magazine 70, 405-418","orthorhombic","370","Na Ce Si O H","Szi-Ce"
"Sazhinite-(La)","Na_3_LaSi_6_O_15_·2H_2_O","Na_3_LaSi_6_O_15_·2H_2_O","Na La Si O H","IMA2002-042a","","5349","Namibia","2002","Approved"," "," ","Cámara F, Ottolini L, Devouard B, Garvie L A J, Hawthorne F C (2006) Sazhinite-(La), Na_3_LaSi_6_O_15_(H_2_O)_2_, a new mineral from the Aris phonolite, Namibia: Description and crystal structure, Mineralogical Magazine 70, 405-418","orthorhombic","124","Na La Si O H","Szi-La"
"Sazykinaite-(Y)","Na_5_YZr^4+^Si_6_O_18_·6H_2_O","Na_5_YZrSi_6_O_18_·6H_2_O","Na Y Zr Si O H","IMA1992-031","","3971","Russia","1992","Approved"," ","hilairite","Khomyakov A P, Nechelustov G N, Rastsvetaeva R K (1993) Sazykinaite-(Y) Na_5_YZrSi_6_O_18_·6H_2_O - a new mineral, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 122(5), 76-82","hexagonal","413.6","Na Y Zr^4+ Si O H","Szn-Y"
"Scandiobabingtonite","(Ca,Na)_2_(Fe^2+^,Mn^2+^)(Sc^3+^,Fe^3+^)Si_5_O_14_(OH)","(Ca,Na)_2_(Fe^2+^,Mn)(Sc,Fe^3+^)Si_5_O_14_(OH)","Ca Na Fe Mn Sc Si O H","IMA1993-012","","3975","Italy","1993","Approved","Rhodonite","rhodonite","Orlandi P, Pasero M, Vezzalini G (1998) Scandiobabingtonite, a new mineral from the Baveno pegmatite, Piedmont, Italy, American Mineralogist 83, 1330-1334","triclinic","967","Ca Na Fe^2+ Mn^2+ Sc^3+ Fe^3+ Si O H","Sbab"
"Schairerite","Na_21_(S^6+^O_4_)_7_ClF_6_","Na_21_(SO_4_)_7_ClF_6_","Na S O Cl F","","","3981","USA","1931","Grandfathered|Approved"," "," ","Foshag W F (1931) Schairerite, a new mineral from Searles Lake, California, American Mineralogist 16, 133-139","hexagonal","352","Na S^6+ O Cl F","Shr"
"Scheelite","CaW^6+^O_4_","Ca(WO_4_)","Ca W O","","R040172 R040173 R050543 R060417 R150130","3984","Sweden","1821","Grandfathered|Approved","Scheelite","scheelite","von Leonhard K C (1821) Scheelit, in Handbuch der Oryktognosie, Mohr and Winter (Heidelberg, Germany) 594-596","tetragonal","4000","Ca W^6+ O","Sch"
"Schiavinatoite","Nb^5+^BO_4_","Nb(BO_4_)","Nb B O","IMA1999-051","R090010","3986","Madagascar","1999","Approved","Zircon"," ","Demartin F, Diella V, Gramaccioli C M, Pezzotta F (2001) Schiavinatoite, (Nb,Ta)BO_4_, the Nb analogue of behierite, European Journal of Mineralogy 13, 159-165","tetragonal","","Nb^5+ B O","Shv"
"Schizolite","NaCaMn^2+^Si_3_O_8_(OH)","NaCaMnSi_3_O_8_(OH)","Na Ca Mn Si O H","IMA2013-067","R120109","6197","South Africa","2013","Approved|Renamed","Pectolite"," ","Origlieri M J, Downs R T, Hoffman D R, Ducea M N, Post J E (2021) Marshallsussmanite, NaCaMnSi_3_O_8_(OH), a new pectolite-group mineral providing insight into hydrogen bonding in pyroxenoids. Mineralogical Magazine 85, 444-453

The name marshallsussmanite was accepted by IMA, then changed to an older name with historical priority:
Grice J D, Lussier A J, Friis H, Rowe R, Poirier G G, Fihl Z (2019) Discreditation of the pyroxenoid mineral name 'marshallsussmanite' with a reinstatement of the name schizolite, NaCaMnSi_3_O_8_(OH). Mineralogical Magazine 83, 473-478","triclinic","2400","Na Ca Mn^2+ Si O H","Szl"
"Schlüterite-(Y)","Y_2_AlSi_2_O_7_(OH)_2_F","(Y,REE)_2_AlSi_2_O_7_(OH)_2_F","Y REE Al Si O H F","IMA2012-015","","6073","Norway","2012","Approved","Epidote"," ","Cooper M A, Husdal T A, Ball N A, Abdu Y A, Hawthorne F C (2013) Schlüterite-(Y), ideally (Y,REE)_2_Al(Si_2_O_7_)(OH)_2_F, a new mineral species from the Stetind pegmatite, Tysfjord, Nordland, Norway: description and crystal structure, Mineralogical Magazine 77, 353-366","monoclinic","1788","Y Al Si O H F","Slü-Y"
"Scholzite","CaZn^2+^_2_(PO_4_)_2_·2H_2_O","CaZn_2_(PO_4_)_2_·2H_2_O","Ca Zn P O H","","R050238 R080068","3997","Germany","1948","Grandfathered|Approved"," "," ","Strunz H (1948) Scholzit, ein neue Mineralart, Fortschritte der Mineralogie 27, 31-31

Chemical formula changed from Ca_3_Zn(PO_4_)_2_(OH)_2_·H<sub>2</sub>O:
Strunz H, Tennyson C (1956) Kristallographie von Scholzit, CaZn<sub>2</sub>[PO<sub>4</sub>]<sub>2</sub>·2H<sub>2</sub>O, Zeitschrift für Kristallographie 107, 318-324","orthorhombic","1861","Ca Zn^2+ P O H","Slz"
"Schorl","NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH","NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH)","Na Fe Al Si O B H","IMA2007 s.p.","R050304","3999","Germany","1562","Approved|Renamed","Tourmaline","tourmaline","","hexagonal","4000","Na Fe^2+ Al Si O B H","Srl"
"Schorlomite","Ca_3_Ti^4+^_2_(Fe^3+^_2_Si)O_12_","Ca_3_Ti_2_(SiFe^3+^_2_)O_12_","Ca Ti Si Fe O","","R060125 R060349 R140772","4000","USA","1846","Grandfathered|Approved","Garnet","garnet","Shepard C U (1846) On three new mineral species from Arkansas, and the discovery of the diamond in North Carolina, The American Journal of Science and Arts 52, 249-254

chemical formula changed from Ca_3_(Ti^4+^,Fe^3+^)_2_[(Si,Fe^3+^)O_4_]_3_:
Grew E S, Locock A J, Mills S J, Galuskina I O, Galuskin E V, Hålenius U (2013) Nomenclature of the garnet supergroup. American Mineralogist 98, 785-811","cubic","2100","Ca Ti^4+ Fe^3+ Si O","Slo"
"Seidite-(Ce)","Na_4_(Ce^3+^,Sr)_2_Ti^4+^Si_8_O_18_(O,OH,F)_6_·5H_2_O","Na_4_(Ce,Sr)_2_TiSi_8_O_18_(O,OH,F)_6_·5H_2_O","Na Ce Sr Ti Si O H F","IMA1993-029","","4026","Russia","1993","Approved"," "," ","Khomyakov A P, Ferraris G, Belluso E, Britvin S N, Nechelyustov G N, Soboleva S V (1998) Seidite-(Ce), Na_4_SrCeTiSi_8_O_22_F·5H_2_O, a new mineral with zeolitic properties, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 127(4), 94-100","monoclinic","413.6","Na Ce^3+ Sr Ti^4+ Si O H F","Sei-Ce"
"Seidozerite","Na_2_Zr^4+^_2_Na_2_Mn^2+^Ti^4+^(Si_2_O_7_)_2_O_2_F_2_","Na_2_Zr_2_Na_2_MnTi(Si_2_O_7_)_2_O_2_F_2_","Na Zr Mn Ti Si O F","","R130032","4027","Russia","1958","Approved|Redefined","Seidozerite-Rinkite","rosenbuschite","Semenov E I, Kazakova M E, Simonov V I (1958) A new zirconium mineral, seidozerite, and other minerals of the wöhlerite group in alkalic pegmatites, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 87, 590-597

Chemical formula changed from Na_2_Mn_0.5_(Zr,Ti)_1.5_Si_2_O_8_F:
Simonov V I, Belov N V (1960) The determination of the structure of seidozerite, Soviet Physics - Crystallography 4, 146-157","monoclinic","390","Na Zr^4+ Mn^2+ Ti^4+ Si O F","Sdz"
"Sekaninaite","Fe^2+^_2_Al_3_(AlSi_5_)O_18_","Fe^2+^_2_Al_4_Si_5_O_18_","Fe Al Si O","IMA1967-047","R061053","4029","Czech Republic","1967","Approved","Beryl"," ","Stanek J, Miškovský J (1975) Sekaninaite, a new mineral of the cordierite series, from Dolní Bory, Czechoslavakia, Scripta Facultati Scientiarum Naturalium Ujep Brunensis, Geologia 1, 21-30","orthorhombic","1805","Fe^2+ Al Si O","Skn"
"Selivanovaite","NaTi^4+^_3_(Ti^4+^,Na,Fe^3+^,Mn^2+^)_4_(Si_2_O_7_)_2_O_4_(OH,H_2_O)_4_·nH_2_O","NaTi_3_(Ti,Na,Fe,Mn)_4_(Si_2_O_7_)_2_O_4_(OH,H_2_O)_4_·nH_2_O","Na Ti Fe Mn Si O H","IMA2015-126","","6527","Russia","2016","Approved","Not in a structural group"," ","Pakhomovsky Y A, Panikorovskii T L, Yakovenchuk V N, Ivanyuk G Y, Mikhailova J A, Krivovichev S V, Bocharov V N, Kalashnikov A O (2018) Selivanovaite, NaTi_3_(Ti,Na,Fe,Mn)_4_[(Si_2_O_7_)_2_O_4_(OH,H_2_O)_4_]·nH_2_O, a new rock-forming mineral from the eudialyte-rich malignite of the Lovozero alkaline massif (Kola Peninsula, Russia). European Journal of Mineralogy 30, 525-535","triclinic","363","Na Ti^4+ Fe^3+ Mn^2+ Si O H","Svn"
"Sellaite","MgF_2_","MgF_2_","Mg F","","","4033","France","1868","Grandfathered|Approved","Rutile"," ","Strüver J (1869) Sulla sellaite, nuovo minerale di fluorio, Atti della Reale Accademia delle Scienze di Torino 4, 35-38","tetragonal","1600","Mg F","Sel"
"Semenovite-(Ce)","(Na,Ca)_9_Fe^2+^Ce_2_(Si,Be)_20_(O,OH,F)_48_","(Na,Ca)_9_Fe^2+^Ce_2_(Si,Be)_20_(O,OH,F)_48_","Na Ca Fe Ce Si Be O H F","IMA1971-036","","4035","Denmark (Greenland)","1971","Approved"," "," ","Petersen O V, Rönsbo J G (1972) Semenovite - a new mineral from the Ilimaussaq alkaline intrusion, south Greenland, Lithos 5, 163-173","orthorhombic|tetragonal","","Na Ca Fe^2+ Ce Si Be O H F","Smv-Ce"
"Senaite","Pb^2+^(Mn^2+^,Y^3+^,U^6+^)(Fe^2+^,Zn^2+^)_2_(Ti^4+^,Fe^3+^,Cr^3+^,V^5+^)_18_(O,OH)_38_","Pb(Mn,Y,U)(Fe,Zn)_2_(Ti,Fe,Cr,V)_18_(O,OH)_38_","Pb Mn Y U Fe Zn Ti Cr V O H","","R060644","4037","Brazil","1898","Grandfathered|Approved","Crichtonite","crichtonite","Hussak E, Prior G T (1898) On senaite, a new mineral belonging to the ilmenite group, from Brazil, Mineralogical Magazine 12, 30-32

Chemical formula revised:
Wülser P-A, Brugger J, Meisser N (2004) The crichtonite group of minerals: a review of the classification, Bulletin de Liaison de la Société Francaise de Minéralogie et Cristallographie 16, 76-77","hexagonal","2570","Pb^2+ Mn^2+ Y^3+ U^6+ Fe^2+ Zn^2+ Ti^4+ Fe^3+ Cr^3+ V^5+ O H","Sna"
