Mineral Name,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45a,p45b,p46,p47a,p47b,p47c,p47d,p47e,p47f,p47g,p47h,p47i,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,Lunar,BQ,BS,BT
Therasiaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,NaCo2+4(S6+O4)(OH)6Cl¬∑6H2O
Thermaerogenite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,4,"Cu2+(Al,Fe3+)2O4"
Thermessaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,2,7,"(K,NH4)2AlF3(SO4)"
Thermessaite-(NH<sub>4</sub>),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,2,,(N3-H4)2AlF3(S6+O4)
Thermonatrite,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,2,4,Na2CO3¬∑H2O
Thomasclarkite-(Y),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,NaY(HCO3)(OH)3¬∑4H2O
Thometzekite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,Pb2+Cu2+2(As5+O4)2¬∑2H2O
Thomsenolite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,6,NaCaAlF6¬∑H2O
Thomsonite-Ca,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,NaCa2(Al5Si5)O20¬∑6H2O
Thomsonite-Sr,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,NaSr2Al5Si5O20¬∑6-7H2O
Thorasphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,1,6,"Th2H(PO4,AsO4)3¬∑6H2O"
Thorbastnäsite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,ThCa(CO3)2F2¬∑3H2O
Thoreaulite,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,"Sn2+(Ta,Nb)2O6"
Thorianite,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,ThO2
Thorikosite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,1,,,,,,,,,,1,,,2,6,Pb3O3Sb3+(OH)Cl2
Thorite,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,ThSiO4
Thornasite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Na12Th3(Si8O19)4¬∑18H2O
Thorneite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,,,,,,,,1,6,Pb2+6(Te6+2O10)(CO3)Cl1-2¬∑H2O
Thorosteenstrupine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"(Ca,Th4+,Mn2+,Mn3+)3Si4O11F¬∑6H2O"
Thortveitite,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,"(Sc3+,Y,REE)2Si2O7"
Thorutite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"(Th,U,Ca)Ti4+2(O,OH)6"
Threadgoldite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,2,5,Al(UO2)2(PO4)2(OH)¬∑8H2O
Tiberiobardiite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,{Cu2+9Al[SiO3(OH)]2(OH)12(H2O)6}(S6+O4)1.5¬∑10H2O
Tiemannite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Hg2+Se2-
Tienshanite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,"K(Na,K,[box])9Ca2Ba6Mn2+6Ti4+6B12Si36O114(O,OH,F)11"
Tiettaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,Na17Fe3+Ti4+Si16O29(OH)30¬∑2H2O
Tikhonenkovite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,5,SrAlF4(OH)¬∑H2O
Tilasite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,5,CaMgAs5+O4F
Tilkerodeite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,Pd2HgSe3
Tilleyite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,Ca5Si2O7(CO3)2
Tillmannsite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,4,HgAg3V5+O4
Timroseite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,1,5,Pb2+2Cu2+5(Te6+O6)2(OH)2
Tin,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,Sn
Tinaksite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,K2NaCa2Ti4+Si7O18(OH)O
Tincalconite,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Na2B4O5(OH)4¬∑3H2O
Tinnunculite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,3,4,C5H4N4O3¬∑2H2O
Tinsleyite,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,4,6,"K(Al,Fe3+)2(PO4)2(OH)¬∑2H2O"
Tinticite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,2,4,Fe3+3(PO4)2(OH)3¬∑3H2O
Tintinaite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,Pb10Cu2Sb16S35
Tinzenite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,Ca2Mn2+4Al4[B2Si8O30](OH)2
Tiptopite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,2,8,"K2(Li,Na,Ca)6(Be6P6)O24(OH)2¬∑1.3H2O"
Tiragalloite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Mn2+4As5+Si3O12(OH)
Tischendorfite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,Pd8Hg3Se9
Tisinalite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Na3Mn2+Ti4+Si6O15(OH)3
Tissintite,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,"(Ca,Na,[box])AlSi2O6"
Tistarite,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Ti3+2O3
Titanite,,,,,,,,1,,,,,,,,,,,,,,,1,1,,1,,,,,1,,,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,12,4,CaTi4+SiO5
Titanium,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Ti
Titanoholtite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,(Ti4+0.75[box]0.25)Al6BSi3O18
Titanomaghemite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,3,(Ti4+0.5[box]0.5)Fe3+2O4
Titanowodginite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Mn2+Ti4+Ta5+2O8
Titantaramellite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Ba4(Ti4+,Fe3+,Mg)4(O,OH)2[B2Si8O27]Clx"
Tivanite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,1,4,Ti4+V3+O3(OH)
Tlalocite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,1,6,Cu2+10Zn2+6(Te4+O3)(Te6+O4)2Cl1-(OH)25¬∑27H2O
Tlapallite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,1,6,H6Ca2Cu2+3S6+O4(Te4+O3)4(Te6+O6)
Tobelite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,6,"(N3-H4)(Al,Fe3+)2(Si3Al)O10(OH)2"
Tobermorite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Ca5Si6O16(OH)2¬∑nH2O
Tochilinite,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,"6(Fe2+0.9S2-)¬∑5[(Mg,Fe2+)(OH)2]"
Tocornalite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,"(Ag1+,Hg1+)I1-"
Todorokite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,1,,,1,,,,,,,,,,3,8,"(Na,Ca,K,Ba,Sr)1-x(Mn4+,Mn3+,Mg,Al)6O12¬∑3-4H2O"
Tokkoite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,K2Ca4Si7O18(OH)F
Tokyoite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,2,,Ba2Mn3+(V5+O4)2(OH)
Tolbachite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,2,2,Cu2+Cl2
Tolovkite,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,IrSbS
Tomamaeite,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Cu3Pt
Tomichite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,2,5,V3+4Ti4+3As3+O13(OH)
Tondiite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,2,,Cu2+3MgCl2(OH)6
Tongbaite,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Cr3C2
Tooeleite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,2,5,Fe3+6(As3+O3)4S6+O4(OH)4¬∑4H2O
Topaz,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,7,4,Al2SiO4F2
Topsøeite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,3,Fe3+F3(H2O)3
Torbernite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,5,Cu2+(U6+O2)2(PO4)2¬∑12H2O
Törnebohmite-(Ce),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Ce2Al(SiO4)2(OH)
Törnebohmite-(La),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,La2Al(SiO4)2(OH)
Törnroosite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Pd11As2Te2
Torrecillasite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,1,5,"Na(As3+,Sb3+)4O6Cl"
Torreyite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Mg9Zn2+4(S6+O4)2(OH)22¬∑8H2O
Tosudite,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,"Na0.5(Al,Mg)6(Si,Al)8O18(OH)12¬∑5H2O"
Toturite,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,"Ca3Sn4+2[(Fe3+,Al)2Si]O12"
Tounkite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"(Na,Ca,K)8(Si6Al6)O24(SO4)2Cl¬∑0.5H2O"
Townendite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Na8Zr4+Si6O18
Toyohaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Ag1+(Fe2+0.5Sn4+1.5)S4
Trabzonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Ca4Si3O9(OH)2
Tranquillityite,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,Fe2+8Ti4+3Zr4+2Si3O24
Transjordanite,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,2,,Ni2P
Traskite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,"Ba21Ca(Fe2+,Mn2+,Ti4+)4(Ti4+,Fe2+,Mg)12(Si12O36)(Si2O7)6(O,OH)30Cl6¬∑14H2O"
Trattnerite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Fe3+2(Mg3Si12)O30
Treasurite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Ag7Pb6Bi15S30
Trébeurdenite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,Fe2+2Fe3+4O2(OH)10(CO3)¬∑3H2O
Trebiskyite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,1,6,Na3Mg2[Ti4+V5+9O28]¬∑22H2O
Trechmannite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,Ag1+As3+S2-2
Tredouxite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,3,Ni2+Sb5+2O6
Trembathite,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Mg3B7O13Cl
Tremolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,[box]Ca2Mg5Si8O22(OH)2
Trevorite,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,Ni2+Fe3+2O4
Triangulite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,5,Al3(UO2)4(PO4)4(OH)5¬∑5H2O
Triazolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,7,NaCu2(N3C2H2)2(N3-H3)2Cl3¬∑4H2O
Tridymite,,,,1,1,,,,1,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,8,2,SiO2
Trigonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,5,Pb2+3Mn2+(As3+O3)2(As3+O2OH)
Trikalsilite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,K2NaAl3(SiO4)3
Trilithionite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,KLi1.5Al1.5(Si3Al)O10F2
Trimerite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,CaMn2+2(BeSiO4)3
Trimounsite-(Y),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Y3+2Ti4+2O5SiO4
Trinepheline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,NaAlSiO4
Triphylite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,"Li(Fe2+,Mn,Mg)PO4"
Triplite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,"(Mn2+,Fe2+)2(PO4)F"
Triploidite,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,5,4,Mn2+2(PO4)(OH)
Trippkeite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,3,Cu2+As3+2O4
Tripuhyite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,2,3,Fe3+Sb5+O4
Tristramite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,6,"(Ca,U4+,Fe3+)(PO4,SO4)¬∑2H2O"
Tritomite-(Ce),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Ce5(SiO4,BO4)3(OH,O)"
Tritomite-(Y),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Y5(SiO4,BO4)3(O,OH,F)"
Trögerite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,1,5,(H3O)(U6+O2)(As5+O4)¬∑3H2O
Trogtalite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Co2+(Se2)2-
Troilite,1,,,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,9,2,Fe2+S2-
Trolleite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,Al4(PO4)3(OH)3
Trona,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,4,Na3(HCO3)(CO3)¬∑2H2O
Truscottite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Ca14Si24O58(OH)8¬∑2H2O
Trüstedtite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Ni2+Ni3+2Se2-4
Tsangpoite,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Ca5(P5+O4)2(SiO4)
Tsaregorodtsevite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,6,N(CH3)4Si4(SiAl)O12
Tschaunerite,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,(Fe2+)(Fe2+Ti4+)O4
Tschermakite,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,[box]Ca2(Mg3Al2)Si6Al2O22(OH)2
Tschermigite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,1,,,1,1,1,,,,5,6,"N3-H4(Al,Fe)(S6+O4)2¬∑12H2O"
Tschernichite,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,CaAl2Si6O16¬∑8H2O
Tschörtnerite,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,9,"Ca4(K,Ca,Sr,Ba)3Cu2+3Al12Si12O48(OH)8¬∑20H2O"
Tsepinite-Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"(Ca,K,Na)2-x(Ti4+,Nb5+)2Si4O12(OH,O)2¬∑4H2O"
Tsepinite-K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"(K,Ba,Na)2(Ti4+,Nb5+)2Si4O12(OH,O)2¬∑3H2O"
Tsepinite-Na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"(Na,H3O,K,Sr,Ba,[box])12Ti4+8(Si4O12)4(OH,O)8¬∑12-16H2O"
Tsepinite-Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"(Sr,Ba,K)(Ti4+,Nb5+)2Si4O12(OH,O)2¬∑3H2O"
Tsikourasite,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,Mo3Ni2P1+x (x < 0.25)
Tsilaisite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,NaMn2+3Al6(Si6O18)(BO3)3(OH)3OH
